artist_id,listener_id,comment_text,timestamp,platform
A0002,L22294,Love this so much!,2024-12-12T23:08:46,spotify
A0002,L18528,This song touches my heart.,2024-07-23T10:50:37,instagram
A0002,L15207,Could be better.,2024-08-27T06:26:25,spotify
A0002,L21069,Such a soothing voice.,2024-12-17T16:25:13,instagram
A0002,L27560,So proud of you!,2024-08-22T21:16:23,instagram
A0002,L29308,Your songs are on repeat!,2024-09-24T23:20:37,youtube
A0002,L22994,Your songs are on repeat!,2024-07-30T14:23:48,instagram
A0002,L09277,Too repetitive.,2024-10-27T14:38:21,spotify
A0002,L33250,Love from Pokhara!,2024-09-10T00:33:46,instagram
A0002,L09023,Love from Pokhara!,2024-12-05T06:06:23,instagram
A0002,L12491,Your songs are on repeat!,2024-08-15T23:28:13,youtube
A0002,L18212,Your songs are on repeat!,2024-09-01T00:25:52,instagram
A0002,L03669,Pure talent.,2024-08-03T20:02:58,youtube
A0002,L01398,Amazing voice!,2024-11-21T13:47:13,instagram
A0002,L21520,So proud of you!,2024-12-17T14:21:13,youtube
A0002,L02188,Such a soothing voice.,2024-07-18T14:12:18,spotify
A0002,L23187,Such a soothing voice.,2025-01-07T19:21:12,instagram
A0002,L08961,Such a soothing voice.,2024-12-16T19:39:35,youtube
A0002,L03235,So proud of you!,2024-11-28T13:23:44,spotify
A0002,L00941,Amazing voice!,2024-08-31T15:15:38,instagram
A0002,L10763,Love this so much!,2024-12-27T10:14:08,spotify
A0002,L04287,Cool.,2024-09-28T17:19:30,spotify
A0002,L34562,Decent track.,2024-10-21T09:48:04,instagram
A0002,L08622,So proud of you!,2024-09-06T19:27:18,spotify
A0002,L04080,Cool.,2024-10-27T20:14:29,instagram
A0002,L25156,Pure talent.,2024-12-29T19:12:46,instagram
A0002,L17684,Love from Pokhara!,2024-09-11T23:26:44,spotify
A0002,L03405,Vocals could improve.,2024-09-10T14:40:14,youtube
A0002,L29805,Love this so much!,2024-11-08T23:41:15,youtube
A0002,L32416,Such a soothing voice.,2024-10-19T16:10:14,youtube
A0002,L02581,Love from Pokhara!,2024-10-23T05:11:58,spotify
A0002,L28256,Such a soothing voice.,2024-12-03T02:05:30,instagram
A0002,L07102,Decent track.,2024-12-01T11:25:24,spotify
A0002,L03938,This song touches my heart.,2024-09-23T14:40:48,spotify
A0002,L08843,Your songs are on repeat!,2024-11-27T19:05:22,instagram
A0002,L31828,Love from Pokhara!,2024-10-11T06:37:07,instagram
A0002,L17182,Your songs are on repeat!,2024-11-09T01:42:00,youtube
A0002,L02599,Love this so much!,2024-12-07T21:41:02,youtube
A0002,L12323,Amazing voice!,2025-01-07T08:36:46,youtube
A0002,L07197,Such a soothing voice.,2024-12-15T13:07:42,instagram
A0002,L21135,Cool.,2025-01-01T05:53:31,youtube
A0002,L09420,Not bad.,2024-08-01T00:34:25,spotify
A0002,L15625,Love from Pokhara!,2025-01-02T09:39:59,instagram
A0002,L26272,Your songs are on repeat!,2024-11-11T13:41:51,spotify
A0002,L34589,Pure talent.,2024-09-03T07:01:59,youtube
A0002,L02996,Nice.,2024-11-25T10:55:21,youtube
A0002,L22669,Amazing voice!,2024-12-29T17:27:29,youtube
A0002,L23829,Amazing voice!,2024-07-20T18:28:14,spotify
A0002,L06983,This song touches my heart.,2024-12-15T02:54:50,spotify
A0002,L05838,Not my style.,2024-11-15T17:41:57,spotify
A0002,L27789,Your songs are on repeat!,2024-08-17T22:27:44,youtube
A0002,L03058,Pure talent.,2024-12-17T11:01:44,instagram
A0002,L12039,Decent track.,2024-09-10T21:51:00,youtube
A0002,L17942,Love this so much!,2024-10-18T21:01:47,spotify
A0002,L24122,Did not enjoy this.,2024-08-05T16:15:34,youtube
A0002,L27016,This song touches my heart.,2024-09-06T23:36:15,youtube
A0002,L26497,Good song.,2024-10-19T18:05:52,youtube
A0002,L21706,Could be better.,2024-08-08T04:28:27,instagram
A0002,L10860,Not bad.,2024-11-26T04:22:48,youtube
A0002,L24054,So proud of you!,2024-09-05T00:06:40,youtube
A0002,L33862,Not my style.,2024-11-21T01:26:47,spotify
A0002,L05723,Your songs are on repeat!,2024-11-27T10:01:59,youtube
A0002,L05480,Love from Pokhara!,2024-12-12T10:06:59,youtube
A0002,L28935,Cool.,2024-10-17T07:16:13,spotify
A0002,L25996,Such a soothing voice.,2024-09-29T19:55:46,youtube
A0002,L25501,Your songs are on repeat!,2024-09-03T12:44:08,youtube
A0002,L23919,Cool.,2025-01-12T22:48:41,spotify
A0002,L19945,Love from Pokhara!,2024-10-17T20:48:47,spotify
A0002,L05936,Pure talent.,2024-08-11T15:08:40,spotify
A0002,L00246,Such a soothing voice.,2024-09-05T17:15:41,youtube
A0002,L10760,So proud of you!,2024-10-04T10:48:15,instagram
A0002,L25512,This song touches my heart.,2024-09-18T05:37:48,instagram
A0002,L30744,Love this so much!,2024-08-28T08:47:03,instagram
A0002,L12348,Your songs are on repeat!,2024-09-08T16:38:22,instagram
A0002,L34469,Pure talent.,2024-10-16T01:10:22,instagram
A0002,L00189,Amazing voice!,2025-01-11T23:14:26,spotify
A0002,L14927,Love from Pokhara!,2024-08-01T02:46:25,spotify
A0002,L24093,Good song.,2024-08-28T06:12:28,youtube
A0002,L15242,Vocals could improve.,2024-10-17T20:48:32,instagram
A0002,L14076,This song touches my heart.,2024-10-10T01:08:45,youtube
A0002,L15213,Such a soothing voice.,2024-09-11T02:17:03,youtube
A0002,L15963,So proud of you!,2024-09-04T09:00:27,instagram
A0002,L23769,Pure talent.,2025-01-06T09:06:42,youtube
A0002,L24801,So proud of you!,2024-09-22T00:14:26,youtube
A0003,L19953,Decent track.,2024-11-17T14:50:47,spotify
A0003,L34929,Amazing voice!,2024-09-19T08:38:18,spotify
A0003,L19241,Could be better.,2024-09-03T04:11:00,instagram
A0003,L18682,Amazing voice!,2024-12-27T17:05:31,spotify
A0003,L19355,Pure talent.,2024-08-16T21:29:05,spotify
A0003,L10935,Pure talent.,2024-07-29T18:49:06,instagram
A0003,L25777,This song touches my heart.,2024-08-12T17:34:13,youtube
A0003,L25586,Your songs are on repeat!,2024-11-22T03:34:11,youtube
A0003,L29625,Pure talent.,2024-08-22T03:50:17,youtube
A0003,L23710,Pure talent.,2024-09-09T22:00:00,youtube
A0003,L14086,Amazing voice!,2024-12-03T22:43:02,instagram
A0003,L13737,Good song.,2024-09-19T14:18:19,spotify
A0003,L30101,Vocals could improve.,2024-07-20T06:05:49,spotify
A0003,L13930,Your songs are on repeat!,2024-09-09T14:29:26,youtube
A0003,L12055,Decent track.,2024-12-25T06:36:28,instagram
A0003,L11974,Love this so much!,2024-10-27T10:34:15,youtube
A0003,L01553,Pure talent.,2024-09-08T10:04:44,instagram
A0003,L24530,Such a soothing voice.,2025-01-07T05:32:41,spotify
A0003,L17294,Your songs are on repeat!,2024-09-14T13:16:45,instagram
A0003,L25032,Cool.,2024-12-08T10:47:09,youtube
A0003,L03627,Not my style.,2024-09-04T05:17:41,spotify
A0003,L26475,Your songs are on repeat!,2025-01-02T09:13:39,instagram
A0003,L22081,This song touches my heart.,2024-09-15T10:25:48,instagram
A0003,L02868,Love this so much!,2024-07-20T11:41:16,youtube
A0003,L27479,Cool.,2024-08-23T12:16:23,instagram
A0003,L03193,Love from Pokhara!,2024-12-24T02:01:52,youtube
A0003,L25216,This song touches my heart.,2024-10-29T20:04:30,spotify
A0003,L10821,Nice.,2024-08-11T10:44:22,spotify
A0003,L31390,Not my style.,2024-12-24T12:56:42,youtube
A0003,L31750,Did not enjoy this.,2024-09-28T09:47:56,instagram
A0003,L06299,Not bad.,2024-07-29T20:58:35,instagram
A0003,L11502,Such a soothing voice.,2024-09-14T22:30:30,instagram
A0003,L20559,Such a soothing voice.,2024-12-12T12:25:27,youtube
A0003,L08626,Pure talent.,2024-10-02T22:39:57,youtube
A0003,L22145,Could be better.,2024-11-03T21:43:46,instagram
A0003,L02933,Your songs are on repeat!,2024-10-09T00:19:51,spotify
A0003,L07184,Pure talent.,2024-10-23T03:22:24,instagram
A0003,L17492,Love from Pokhara!,2024-09-02T14:26:23,spotify
A0003,L12078,Cool.,2024-10-12T15:47:57,youtube
A0003,L20445,Not my style.,2024-08-24T09:19:11,spotify
A0003,L08805,Love from Pokhara!,2024-08-13T17:40:42,spotify
A0003,L30008,Your songs are on repeat!,2024-12-16T22:58:58,spotify
A0003,L28736,Amazing voice!,2024-09-09T00:23:11,instagram
A0003,L12585,Love from Pokhara!,2024-11-02T00:35:58,instagram
A0003,L02436,Your songs are on repeat!,2024-11-09T20:40:17,instagram
A0003,L26699,Love from Pokhara!,2024-11-28T14:32:15,spotify
A0003,L25982,Could be better.,2024-08-14T19:46:53,youtube
A0003,L22865,Nice.,2024-08-28T04:59:48,instagram
A0003,L30799,Nice.,2024-09-24T22:06:42,instagram
A0003,L20023,Cool.,2024-09-04T03:39:50,youtube
A0003,L04536,Not bad.,2024-09-28T14:28:34,instagram
A0003,L05746,Good song.,2024-12-05T00:25:48,youtube
A0003,L23026,Did not enjoy this.,2024-11-19T11:06:36,spotify
A0003,L05228,Good song.,2024-11-05T22:58:28,youtube
A0003,L02275,Pure talent.,2025-01-11T19:44:24,spotify
A0003,L29267,Decent track.,2024-08-31T17:49:45,instagram
A0003,L05728,Good song.,2024-10-03T22:05:17,youtube
A0003,L05514,Such a soothing voice.,2025-01-10T02:30:26,spotify
A0003,L19128,Your songs are on repeat!,2024-10-04T08:11:08,youtube
A0003,L32765,Pure talent.,2024-11-20T05:09:50,instagram
A0003,L03710,Love from Pokhara!,2024-08-20T13:55:16,spotify
A0003,L13946,Love from Pokhara!,2024-12-15T19:59:47,spotify
A0003,L32532,Love from Pokhara!,2024-09-17T16:24:54,instagram
A0003,L21532,So proud of you!,2024-08-25T13:43:44,instagram
A0003,L30986,Decent track.,2024-12-10T04:43:33,instagram
A0003,L06853,Not bad.,2024-08-20T23:58:56,youtube
A0003,L14342,So proud of you!,2024-11-04T06:05:38,instagram
A0003,L24850,Decent track.,2024-08-24T23:42:17,youtube
A0003,L02098,Not bad.,2024-12-03T06:26:50,spotify
A0003,L25806,So proud of you!,2024-07-29T00:53:38,youtube
A0003,L03221,Not bad.,2024-10-15T19:42:19,spotify
A0003,L14811,Love this so much!,2025-01-06T05:21:41,instagram
A0003,L22018,Did not enjoy this.,2024-10-21T10:22:18,youtube
A0003,L07257,Decent track.,2024-11-28T10:37:04,youtube
A0003,L12103,Love this so much!,2024-12-05T23:07:58,instagram
A0003,L08644,So proud of you!,2024-10-20T07:52:10,instagram
A0003,L05931,Such a soothing voice.,2024-12-15T11:12:45,instagram
A0003,L15590,So proud of you!,2025-01-13T17:12:21,spotify
A0003,L32832,Amazing voice!,2024-11-24T05:18:05,spotify
A0003,L05693,This song touches my heart.,2024-12-20T21:20:49,youtube
A0003,L20885,Good song.,2024-10-17T12:39:26,youtube
A0003,L10489,Good song.,2024-09-14T04:06:26,youtube
A0003,L05929,Love this so much!,2024-12-21T13:10:11,youtube
A0003,L34885,Love from Pokhara!,2024-12-07T01:06:03,youtube
A0003,L08739,Love from Pokhara!,2024-08-03T11:25:16,spotify
A0003,L30822,Your songs are on repeat!,2024-12-25T00:54:01,youtube
A0003,L23833,Nice.,2024-08-07T16:14:47,youtube
A0003,L31424,Love this so much!,2024-07-21T17:38:20,spotify
A0003,L03071,Not my style.,2024-09-08T18:53:18,instagram
A0003,L00700,Such a soothing voice.,2024-09-20T23:39:07,youtube
A0003,L18882,Good song.,2024-12-07T22:38:08,spotify
A0003,L12469,Amazing voice!,2024-08-01T15:35:30,instagram
A0003,L08993,Pure talent.,2024-12-18T18:42:36,youtube
A0003,L03880,Amazing voice!,2024-10-20T02:03:41,spotify
A0003,L02214,Such a soothing voice.,2024-11-14T03:34:18,youtube
A0003,L34490,This song touches my heart.,2024-08-05T23:41:52,instagram
A0003,L32478,Vocals could improve.,2024-08-26T10:36:14,spotify
A0003,L13699,Such a soothing voice.,2024-09-19T23:20:33,spotify
A0003,L32197,So proud of you!,2024-08-11T08:18:34,instagram
A0003,L27017,Cool.,2024-12-09T18:47:17,spotify
A0004,L08195,Amazing voice!,2024-07-24T14:07:23,spotify
A0004,L20068,So proud of you!,2024-11-25T03:02:34,spotify
A0004,L34366,Amazing voice!,2024-07-29T06:56:41,youtube
A0004,L03335,Not my style.,2024-11-28T09:58:24,instagram
A0004,L28020,Could be better.,2024-11-15T05:36:07,youtube
A0004,L01649,So proud of you!,2024-10-31T03:48:54,spotify
A0004,L29812,Could be better.,2024-08-13T12:27:23,spotify
A0004,L15151,Good song.,2024-08-04T01:40:06,youtube
A0004,L32312,Amazing voice!,2024-08-26T20:42:46,spotify
A0004,L25638,Good song.,2024-09-06T23:01:20,youtube
A0004,L16756,This song touches my heart.,2024-07-31T02:17:33,youtube
A0004,L20510,Pure talent.,2024-11-27T17:47:24,instagram
A0004,L23233,Pure talent.,2024-12-28T11:32:00,instagram
A0004,L31013,This song touches my heart.,2024-11-05T02:35:20,youtube
A0004,L34344,Nice.,2024-10-13T03:33:42,spotify
A0004,L05200,Such a soothing voice.,2024-08-26T13:57:07,youtube
A0004,L08449,Not bad.,2024-09-26T05:05:54,spotify
A0004,L05636,Love from Pokhara!,2024-09-17T12:28:45,youtube
A0004,L20928,Love this so much!,2024-10-04T10:52:19,instagram
A0004,L20782,Nice.,2024-09-06T18:57:31,youtube
A0004,L26013,Decent track.,2024-08-31T11:53:16,youtube
A0004,L30106,Such a soothing voice.,2024-11-24T03:36:39,youtube
A0004,L18868,Amazing voice!,2024-09-22T14:33:35,youtube
A0004,L28366,This song touches my heart.,2024-07-30T05:32:18,youtube
A0004,L33403,Decent track.,2024-10-12T22:43:05,youtube
A0004,L23226,Such a soothing voice.,2024-12-12T07:49:49,youtube
A0004,L27539,Not bad.,2024-10-29T22:41:27,instagram
A0004,L07499,Amazing voice!,2024-09-16T11:43:36,spotify
A0004,L26331,Love from Pokhara!,2024-12-13T10:52:10,spotify
A0004,L24801,Decent track.,2024-08-25T00:21:38,youtube
A0004,L13834,This song touches my heart.,2024-10-14T00:18:41,spotify
A0004,L19299,Vocals could improve.,2024-10-10T01:39:09,spotify
A0004,L34958,Good song.,2024-12-08T01:40:08,spotify
A0004,L13861,Not my style.,2024-10-28T22:20:24,youtube
A0004,L10513,Such a soothing voice.,2024-10-10T06:48:16,youtube
A0004,L32230,Cool.,2024-09-23T19:41:40,youtube
A0004,L07905,Pure talent.,2024-10-17T19:45:49,spotify
A0004,L34329,So proud of you!,2024-11-20T10:41:56,spotify
A0004,L33507,This song touches my heart.,2024-09-29T05:11:41,youtube
A0004,L32708,Not bad.,2024-10-14T08:15:12,instagram
A0004,L17309,Cool.,2024-10-27T22:52:22,spotify
A0004,L21677,Could be better.,2024-11-01T12:41:36,instagram
A0004,L31731,Pure talent.,2024-08-12T01:23:40,instagram
A0004,L33978,Such a soothing voice.,2024-11-06T23:02:32,instagram
A0004,L05020,This song touches my heart.,2024-11-30T06:33:19,instagram
A0004,L01440,Pure talent.,2024-12-04T13:28:36,instagram
A0004,L19581,This song touches my heart.,2024-11-25T11:07:51,spotify
A0004,L30587,Your songs are on repeat!,2025-01-07T07:45:00,youtube
A0004,L26486,Amazing voice!,2024-07-31T23:21:25,spotify
A0004,L23083,Love from Pokhara!,2024-11-17T04:56:16,spotify
A0004,L30480,Too repetitive.,2025-01-01T20:51:23,instagram
A0004,L12668,Decent track.,2024-08-10T02:47:57,spotify
A0004,L10412,This song touches my heart.,2024-08-02T05:07:29,youtube
A0004,L21956,This song touches my heart.,2024-10-11T19:23:51,spotify
A0004,L29203,Good song.,2024-08-12T00:00:26,instagram
A0004,L03313,Such a soothing voice.,2024-08-15T11:02:06,spotify
A0004,L06864,Vocals could improve.,2024-11-15T14:48:32,youtube
A0004,L21566,This song touches my heart.,2024-07-20T20:46:26,spotify
A0004,L15625,Pure talent.,2024-09-04T03:00:14,spotify
A0004,L34874,Such a soothing voice.,2024-08-16T05:48:43,spotify
A0004,L12861,This song touches my heart.,2024-10-14T09:05:52,youtube
A0004,L02271,Cool.,2024-10-28T03:28:43,youtube
A0004,L09254,Love this so much!,2024-11-19T05:36:31,youtube
A0004,L11520,Pure talent.,2024-08-03T04:36:54,spotify
A0004,L29714,Love from Pokhara!,2024-08-29T17:50:21,instagram
A0004,L00158,So proud of you!,2024-12-04T12:38:06,spotify
A0004,L14500,Vocals could improve.,2025-01-02T18:01:00,youtube
A0004,L00931,Could be better.,2024-09-01T22:04:23,spotify
A0004,L03343,Love this so much!,2024-12-17T20:07:45,instagram
A0004,L24122,Your songs are on repeat!,2024-11-28T04:06:03,spotify
A0004,L34439,Such a soothing voice.,2024-10-30T05:58:36,spotify
A0004,L06874,Love this so much!,2024-09-16T10:36:52,youtube
A0004,L21827,Such a soothing voice.,2024-10-05T16:08:09,youtube
A0004,L08659,Your songs are on repeat!,2024-11-30T10:45:01,spotify
A0004,L26867,Your songs are on repeat!,2024-11-07T01:40:45,instagram
A0004,L31463,Such a soothing voice.,2024-08-27T12:00:45,spotify
A0004,L17725,So proud of you!,2024-12-06T18:33:44,spotify
A0004,L22992,Nice.,2024-12-01T10:29:26,instagram
A0004,L26359,This song touches my heart.,2024-10-12T13:24:05,spotify
A0004,L11791,Love this so much!,2024-07-29T07:19:29,spotify
A0004,L05262,Your songs are on repeat!,2024-12-11T22:24:57,youtube
A0004,L17599,Could be better.,2024-08-04T00:37:01,instagram
A0004,L30189,Did not enjoy this.,2024-11-19T23:17:57,spotify
A0004,L24108,So proud of you!,2024-09-05T12:53:03,youtube
A0004,L09260,Love this so much!,2024-10-13T22:48:12,youtube
A0004,L05791,Too repetitive.,2024-09-16T20:28:06,instagram
A0004,L03357,Decent track.,2024-11-24T12:18:52,youtube
A0004,L00797,Nice.,2024-08-21T15:37:54,instagram
A0004,L18358,Did not enjoy this.,2024-08-13T02:15:14,youtube
A0004,L15382,Love from Pokhara!,2024-08-06T04:08:35,instagram
A0004,L23845,Amazing voice!,2024-12-16T12:48:44,instagram
A0004,L30739,Nice.,2024-07-22T09:17:14,spotify
A0004,L10700,Amazing voice!,2025-01-13T16:51:28,youtube
A0004,L20052,Not bad.,2024-11-18T13:33:39,instagram
A0004,L19819,Pure talent.,2024-09-01T18:35:59,instagram
A0004,L14065,So proud of you!,2024-11-16T05:18:11,youtube
A0004,L12746,Your songs are on repeat!,2024-09-12T12:12:10,instagram
A0004,L27567,This song touches my heart.,2024-08-20T16:14:07,spotify
A0004,L00753,Not my style.,2024-10-26T04:14:43,youtube
A0004,L34081,Amazing voice!,2024-09-01T01:45:22,spotify
A0005,L24057,Not bad.,2024-08-31T01:37:12,instagram
A0005,L07914,So proud of you!,2025-01-12T06:01:59,spotify
A0005,L28156,Amazing voice!,2025-01-08T15:52:11,youtube
A0005,L24815,Did not enjoy this.,2024-10-05T05:12:55,spotify
A0005,L07206,Pure talent.,2025-01-10T18:15:41,instagram
A0005,L16640,Your songs are on repeat!,2024-09-07T02:42:04,spotify
A0005,L03068,Such a soothing voice.,2025-01-07T21:03:08,spotify
A0005,L13061,Love this so much!,2024-11-08T05:12:28,spotify
A0005,L13330,Amazing voice!,2024-10-10T12:14:22,spotify
A0005,L27634,Love this so much!,2024-12-08T19:51:03,instagram
A0005,L10386,Nice.,2024-08-08T13:57:07,spotify
A0005,L28511,Love from Pokhara!,2024-10-27T18:49:30,spotify
A0005,L29308,Your songs are on repeat!,2024-11-09T02:42:04,spotify
A0005,L17526,Decent track.,2024-11-26T07:08:39,instagram
A0005,L21752,So proud of you!,2024-12-06T11:19:52,spotify
A0005,L03519,Too repetitive.,2024-10-01T08:22:26,spotify
A0005,L17221,Not my style.,2024-11-04T16:16:57,spotify
A0005,L22473,Good song.,2024-12-23T16:22:32,youtube
A0005,L27065,Decent track.,2024-09-11T13:45:37,youtube
A0005,L22326,Such a soothing voice.,2024-08-01T18:34:18,instagram
A0005,L17743,Love this so much!,2024-09-14T19:19:30,youtube
A0005,L24633,Love from Pokhara!,2024-08-26T05:19:01,instagram
A0005,L31068,Love from Pokhara!,2024-09-28T13:18:09,youtube
A0005,L14501,Cool.,2024-10-23T21:04:17,spotify
